Frequency CON_NON CON_IBD DIS_NON DIS_IBD
0.0962 0.01988945 0.98011055 0.01041538 0.98958462
0.0964 0.01759774 0.98240226 0.00908421 0.99091579
0.0966 0.01863279 0.98136721 0.00996522 0.99003478
0.0968 0.02461979 0.97538021 0.01299167 0.98700833
0.0970 0.02601176 0.97398824 0.01315294 0.98684706
0.0972 0.02616266 0.97383734 0.01348000 0.98652000
0.0974 0.02156721 0.97843279 0.01158095 0.98841905
0.0976 0.02384960 0.97615040 0.01286897 0.98713103
0.0978 0.02124496 0.97875504 0.01126364 0.98873636
0.0980 0.02284660 0.97715340 0.01200909 0.98799091
0.0982 0.02263941 0.97736059 0.01158519 0.98841481
0.0984 0.02166807 0.97833193 0.01167200 0.98832800
0.0986 0.02151943 0.97848057 0.01167500 0.98832500
0.0988 0.02428622 0.97571378 0.01270714 0.98729286
0.0990 0.02349078 0.97650922 0.01198000 0.98802000
0.0992 0.02020609 0.97979391 0.01045385 0.98954615
0.0994 0.01979964 0.98020036 0.01077000 0.98923000
0.0996 0.02283222 0.97716778 0.01174444 0.98825556
0.0998 0.02189520 0.97810480 0.01180909 0.98819091
0.1000 0.01773110 0.98226890 0.00927273 0.99072727
0.1002 0.02548503 0.97451497 0.01317143 0.98682857
0.1004 0.02903092 0.97096908 0.01626667 0.98373333
0.1008 0.02564376 0.97435624 0.01400000 0.98600000
0.1010 0.02168395 0.97831605 0.01200000 0.98800000
0.1012 0.01869056 0.98130944 0.01180000 0.98820000
0.1014 0.01961082 0.98038918 0.00980000 0.99020000
0.1016 0.00786625 0.99213375 0.00380000 0.99620000
0.1018 0.01955484 0.98044516 0.01060000 0.98940000
0.1020 0.01719018 0.98280982 0.00872000 0.99128000
0.1022 0.04263075 0.95736925 0.02520000 0.97480000
0.1024 0.02495326 0.97504674 0.01365714 0.98634286
0.1026 0.01863274 0.98136726 0.00948000 0.99052000
0.1028 0.02323000 0.97677000 0.01166667 0.98833333
0.1030 0.02482069 0.97517931 0.01300000 0.98700000
0.1032 0.01352450 0.98647550 0.00880000 0.99120000
0.1034 0.02940214 0.97059786 0.01526667 0.98473333
0.1036 0.03606129 0.96393871 0.01871429 0.98128571
0.1038 0.02752992 0.97247008 0.01424000 0.98576000
0.1040 0.01819234 0.98180766 0.00890000 0.99110000
0.1042 0.01572092 0.98427908 0.00837778 0.99162222
0.1044 0.01598606 0.98401394 0.00776000 0.99224000
0.1046 0.01524966 0.98475034 0.00867500 0.99132500
0.1048 0.02211016 0.97788984 0.01200000 0.98800000
0.1050 0.01423846 0.98576154 0.00825000 0.99175000
0.1052 0.02493427 0.97506573 0.01216000 0.98784000
0.1054 0.02174106 0.97825894 0.01191111 0.98808889
0.1056 0.02010738 0.97989262 0.01070000 0.98930000
0.1058 0.01271875 0.98728125 0.00652500 0.99347500
0.1060 0.02157149 0.97842851 0.01190000 0.98810000
0.1062 0.02915538 0.97084462 0.01464000 0.98536000
0.1064 0.02429095 0.97570905 0.01205000 0.98795000
0.1066 0.04087376 0.95912624 0.02150000 0.97850000
0.1068 0.01677664 0.98322336 0.00800000 0.99200000
0.1070 0.01861808 0.98138192 0.00950000 0.99050000
0.1072 0.02518482 0.97481518 0.01204000 0.98796000
0.1074 0.01946274 0.98053726 0.01020000 0.98980000
0.1076 0.01851813 0.98148187 0.00820000 0.99180000
0.1078 0.02727756 0.97272244 0.01500000 0.98500000
0.1080 0.02026386 0.97973614 0.01230000 0.98770000
0.1082 0.02938317 0.97061683 0.01626667 0.98373333
0.1084 0.01838198 0.98161802 0.00900000 0.99100000
0.1086 0.03652661 0.96347339 0.02020000 0.97980000
0.1088 0.03284449 0.96715551 0.01480000 0.98520000
0.1090 0.01098894 0.98901106 0.00620000 0.99380000
0.1092 0.03127869 0.96872131 0.01604000 0.98396000
0.1094 0.02272301 0.97727699 0.01175000 0.98825000
0.1096 0.02323623 0.97676377 0.01212000 0.98788000
0.1098 0.02175821 0.97824179 0.01080000 0.98920000
0.1100 0.02167246 0.97832754 0.01213333 0.98786667
0.1102 0.02880317 0.97119683 0.01504000 0.98496000
0.1104 0.03091218 0.96908782 0.01588000 0.98412000
0.1106 0.01796525 0.98203475 0.00960000 0.99040000
0.1108 0.02270734 0.97729266 0.00920000 0.99080000
0.1110 0.02864670 0.97135330 0.01420000 0.98580000
0.1112 0.02975782 0.97024218 0.01606667 0.98393333
0.1114 0.02645947 0.97354053 0.01380000 0.98620000
0.1116 0.01072695 0.98927305 0.00580000 0.99420000
0.1118 0.02364053 0.97635947 0.01246667 0.98753333
0.1120 0.02244229 0.97755771 0.01160000 0.98840000
0.1122 0.02066675 0.97933325 0.01090000 0.98910000
0.1124 0.02474821 0.97525179 0.01276667 0.98723333
0.1126 0.02557632 0.97442368 0.01360000 0.98640000
0.1128 0.02116007 0.97883993 0.00930000 0.99070000
0.1130 0.00707337 0.99292663 0.00340000 0.99660000
0.1132 0.03756371 0.96243629 0.01845000 0.98155000
0.1134 0.01904958 0.98095042 0.00894286 0.99105714
0.1136 0.01317162 0.98682838 0.00800000 0.99200000
0.1138 0.02561945 0.97438055 0.01373333 0.98626667
0.1140 0.02440518 0.97559482 0.01246667 0.98753333
0.1142 0.02551797 0.97448203 0.01380000 0.98620000
0.1144 0.01654410 0.98345590 0.00885000 0.99115000
0.1146 0.01650542 0.98349458 0.00945000 0.99055000
0.1148 0.01472931 0.98527069 0.00815000 0.99185000
0.1150 0.03450992 0.96549008 0.01940000 0.98060000
0.1152 0.01212560 0.98787440 0.00680000 0.99320000
0.1154 0.01492394 0.98507606 0.00793333 0.99206667
0.1156 0.01979575 0.98020425 0.00985000 0.99015000
0.1158 0.02058495 0.97941505 0.01130000 0.98870000
0.1160 0.02571616 0.97428384 0.01255000 0.98745000
0.1162 0.02055760 0.97944240 0.01025000 0.98975000
0.1164 0.01710918 0.98289082 0.00973333 0.99026667
0.1166 0.01595020 0.98404980 0.00866667 0.99133333
0.1168 0.02383750 0.97616250 0.01420000 0.98580000
0.1170 0.02042501 0.97957499 0.00900000 0.99100000
0.1172 0.02938071 0.97061929 0.01660000 0.98340000
0.1174 0.01696252 0.98303748 0.00808000 0.99192000
0.1176 0.00679693 0.99320307 0.00320000 0.99680000
0.1178 0.02588460 0.97411540 0.01460000 0.98540000
0.1180 0.02272021 0.97727979 0.01190000 0.98810000
0.1182 0.01886948 0.98113052 0.00980000 0.99020000
0.1184 0.01682901 0.98317099 0.00885000 0.99115000
0.1186 0.03347044 0.96652956 0.01880000 0.98120000
0.1188 0.02010904 0.97989096 0.01140000 0.98860000
0.1190 0.02471663 0.97528337 0.01240000 0.98760000
0.1192 0.02533190 0.97466810 0.01460000 0.98540000
0.1194 0.02903219 0.97096781 0.01510000 0.98490000
0.1196 0.02941447 0.97058553 0.01500000 0.98500000
0.1198 0.02484911 0.97515089 0.01320000 0.98680000
0.1200 0.01658459 0.98341541 0.00935000 0.99065000
0.1202 0.01410011 0.98589989 0.00710000 0.99290000
0.1204 0.00332226 0.99667774 0.00180000 0.99820000
0.1206 0.00793596 0.99206404 0.00444000 0.99556000
0.1208 0.01647255 0.98352745 0.00975000 0.99025000
0.1210 0.01646872 0.98353128 0.00833333 0.99166667
0.1212 0.01643755 0.98356245 0.01010000 0.98990000
0.1214 0.02131350 0.97868650 0.01180000 0.98820000
0.1216 0.01573637 0.98426363 0.00808000 0.99192000
0.1218 0.02413253 0.97586747 0.01248000 0.98752000
0.1220 0.01471103 0.98528897 0.00840000 0.99160000
0.1222 0.02707377 0.97292623 0.01306667 0.98693333
0.1224 0.01302590 0.98697410 0.00700000 0.99300000
0.1228 0.01137674 0.98862326 0.00650000 0.99350000
0.1230 0.01940097 0.98059903 0.01075000 0.98925000
0.1232 0.01696891 0.98303109 0.00925000 0.99075000
0.1234 0.01614641 0.98385359 0.00940000 0.99060000
0.1236 0.01826442 0.98173558 0.00946667 0.99053333
0.1238 0.01395577 0.98604423 0.00653333 0.99346667
0.1240 0.02518407 0.97481593 0.01360000 0.98640000
0.1242 0.02752376 0.97247624 0.01676000 0.98324000
0.1244 0.02292227 0.97707773 0.01246667 0.98753333
0.1246 0.02747635 0.97252365 0.01532500 0.98467500
0.1248 0.01660081 0.98339919 0.00932000 0.99068000
0.1250 0.02417641 0.97582359 0.01256000 0.98744000
0.1252 0.01697977 0.98302023 0.01000000 0.99000000
0.1254 0.01588170 0.98411830 0.00860000 0.99140000
0.1256 0.02060794 0.97939206 0.01275000 0.98725000
0.1258 0.02526650 0.97473350 0.01354286 0.98645714
0.1260 0.02931671 0.97068329 0.01493333 0.98506667
0.1262 0.02364224 0.97635776 0.01290000 0.98710000
0.1266 0.02196992 0.97803008 0.01164000 0.98836000
0.1268 0.01382730 0.98617270 0.00812000 0.99188000
0.1270 0.03021105 0.96978895 0.01653333 0.98346667
0.1272 0.01721884 0.98278116 0.00820000 0.99180000
0.1274 0.02487420 0.97512580 0.01233333 0.98766667
0.1276 0.01213127 0.98786873 0.00648889 0.99351111
0.1278 0.01709175 0.98290825 0.00902500 0.99097500
0.1280 0.01687067 0.98312933 0.00988571 0.99011429
0.1282 0.01398775 0.98601225 0.00736667 0.99263333
0.1284 0.02014716 0.97985284 0.01060000 0.98940000
0.1286 0.02316100 0.97683900 0.01100000 0.98900000
0.1288 0.01134852 0.98865148 0.00733333 0.99266667
0.1290 0.01236940 0.98763060 0.00553333 0.99446667
0.1292 0.01850385 0.98149615 0.00960000 0.99040000
0.1294 0.01641617 0.98358383 0.00946667 0.99053333
0.1296 0.02377545 0.97622455 0.01100000 0.98900000
0.1298 0.01304476 0.98695524 0.00705000 0.99295000
0.1300 0.01227925 0.98772075 0.00540000 0.99460000
0.1302 0.01632833 0.98367167 0.00900000 0.99100000
0.1304 0.01731802 0.98268198 0.00733333 0.99266667
0.1306 0.02437077 0.97562923 0.01180000 0.98820000
0.1308 0.02129902 0.97870098 0.01130000 0.98870000
0.1310 0.01924505 0.98075495 0.00946667 0.99053333
0.1312 0.02423897 0.97576103 0.01670000 0.98330000
0.1316 0.00910235 0.99089765 0.00520000 0.99480000
0.1318 0.02174428 0.97825572 0.01112000 0.98888000
0.1320 0.02210726 0.97789274 0.01140000 0.98860000
0.1322 0.02606091 0.97393909 0.01380000 0.98620000
0.1324 0.02499646 0.97500354 0.01336667 0.98663333
0.1326 0.02398084 0.97601916 0.01393333 0.98606667
0.1328 0.01202093 0.98797907 0.00560000 0.99440000
0.1330 0.02838799 0.97161201 0.01370000 0.98630000
0.1332 0.03164499 0.96835501 0.01642500 0.98357500
0.1334 0.02444093 0.97555907 0.01328000 0.98672000
0.1336 0.02826132 0.97173868 0.01420000 0.98580000
0.1338 0.02965817 0.97034183 0.01750000 0.98250000
0.1340 0.02964996 0.97035004 0.01600000 0.98400000
0.1342 0.02960607 0.97039393 0.01390000 0.98610000
0.1344 0.02465078 0.97534922 0.01293333 0.98706667
0.1346 0.02555485 0.97444515 0.01280000 0.98720000
0.1348 0.02138659 0.97861341 0.01085000 0.98915000
0.1350 0.00592153 0.99407847 0.00300000 0.99700000
0.1352 0.01915187 0.98084813 0.00820000 0.99180000
0.1354 0.01472152 0.98527848 0.00840000 0.99160000
0.1356 0.03019859 0.96980141 0.01620000 0.98380000
0.1358 0.01934912 0.98065088 0.01080000 0.98920000
0.1360 0.01389154 0.98610846 0.00800000 0.99200000
0.1362 0.02210602 0.97789398 0.01105714 0.98894286
0.1364 0.01267040 0.98732960 0.00673333 0.99326667
0.1366 0.01700207 0.98299793 0.00930000 0.99070000
0.1368 0.01455781 0.98544219 0.00813333 0.99186667
0.1370 0.01960558 0.98039442 0.00970000 0.99030000
0.1372 0.02677215 0.97322785 0.01355000 0.98645000
0.1374 0.01643743 0.98356257 0.00966667 0.99033333
0.1376 0.03170086 0.96829914 0.01420000 0.98580000
0.1378 0.00869562 0.99130438 0.00740000 0.99260000
0.1380 0.02304677 0.97695323 0.01190000 0.98810000
0.1382 0.02296189 0.97703811 0.01150000 0.98850000
0.1384 0.01248714 0.98751286 0.00650000 0.99350000
0.1386 0.01438518 0.98561482 0.00740000 0.99260000
0.1388 0.01814772 0.98185228 0.00986667 0.99013333
0.1390 0.01760857 0.98239143 0.00954286 0.99045714
0.1392 0.02000579 0.97999421 0.01032000 0.98968000
0.1394 0.01875973 0.98124027 0.00931429 0.99068571
0.1396 0.01570381 0.98429619 0.00790000 0.99210000
0.1398 0.01070194 0.98929806 0.00750000 0.99250000
0.1400 0.01613325 0.98386675 0.00933333 0.99066667
0.1402 0.01987297 0.98012703 0.01060000 0.98940000
0.1404 0.01980687 0.98019313 0.00960000 0.99040000
0.1406 0.01982955 0.98017045 0.00820000 0.99180000
0.1408 0.01838711 0.98161289 0.00960000 0.99040000
0.1410 0.02304427 0.97695573 0.01246667 0.98753333
0.1412 0.02394672 0.97605328 0.01140000 0.98860000
0.1414 0.01922833 0.98077167 0.01143333 0.98856667
0.1416 0.02385947 0.97614053 0.01420000 0.98580000
0.1418 0.01406453 0.98593547 0.00930000 0.99070000
0.1420 0.02610103 0.97389897 0.01350000 0.98650000
0.1422 0.02586122 0.97413878 0.01455000 0.98545000
0.1424 0.03246733 0.96753267 0.01653333 0.98346667
0.1426 0.02782199 0.97217801 0.01393333 0.98606667
0.1428 0.02367399 0.97632601 0.01335000 0.98665000
0.1430 0.02226793 0.97773207 0.01220000 0.98780000
0.1432 0.01874829 0.98125171 0.00935000 0.99065000
0.1434 0.02701452 0.97298548 0.01565000 0.98435000
0.1436 0.02491812 0.97508188 0.01280000 0.98720000
0.1438 0.01776908 0.98223092 0.00874286 0.99125714
0.1440 0.03169912 0.96830088 0.01690000 0.98310000
0.1442 0.02549507 0.97450493 0.01245000 0.98755000
0.1444 0.03021158 0.96978842 0.01650000 0.98350000
0.1446 0.02651694 0.97348306 0.01420000 0.98580000
0.1448 0.02576588 0.97423412 0.01388000 0.98612000
0.1450 0.01101162 0.98898838 0.00560000 0.99440000
0.1452 0.03685760 0.96314240 0.02100000 0.97900000
0.1454 0.01233796 0.98766204 0.00690000 0.99310000
0.1456 0.03000438 0.96999562 0.01550000 0.98450000
0.1458 0.01973858 0.98026142 0.01015000 0.98985000
0.1460 0.02527442 0.97472558 0.01365714 0.98634286
0.1462 0.02515132 0.97484868 0.01310000 0.98690000
0.1464 0.02012215 0.97987785 0.01076000 0.98924000
0.1466 0.02373005 0.97626995 0.01335000 0.98665000
0.1468 0.01629301 0.98370699 0.01200000 0.98800000
0.1470 0.03172255 0.96827745 0.01845000 0.98155000
0.1472 0.01893547 0.98106453 0.01153333 0.98846667
0.1474 0.03499056 0.96500944 0.02000000 0.98000000
0.1476 0.03315892 0.96684108 0.01753333 0.98246667
0.1478 0.02018768 0.97981232 0.01225000 0.98775000
0.1480 0.02596765 0.97403235 0.01353333 0.98646667
0.1482 0.02148849 0.97851151 0.01160000 0.98840000
0.1484 0.03261928 0.96738072 0.01552000 0.98448000
0.1486 0.03735494 0.96264506 0.02020000 0.97980000
0.1488 0.02467384 0.97532616 0.01330000 0.98670000
0.1490 0.01402901 0.98597099 0.00790000 0.99210000
0.1492 0.01867499 0.98132501 0.00970000 0.99030000
0.1494 0.01333574 0.98666426 0.00780000 0.99220000
0.1496 0.04234406 0.95765594 0.02190000 0.97810000
0.1498 0.01263539 0.98736461 0.00712500 0.99287500
0.1500 0.02308093 0.97691907 0.01302857 0.98697143
0.1502 0.01943719 0.98056281 0.00993333 0.99006667
0.1504 0.03952177 0.96047823 0.02200000 0.97800000
0.1506 0.02271905 0.97728095 0.01140000 0.98860000
0.1508 0.02070938 0.97929062 0.01125714 0.98874286
0.1510 0.02234441 0.97765559 0.01090000 0.98910000
0.1512 0.01771436 0.98228564 0.00810000 0.99190000
0.1514 0.01491313 0.98508687 0.00693333 0.99306667
0.1516 0.02622663 0.97377337 0.01330000 0.98670000
0.1518 0.02613632 0.97386368 0.01224000 0.98776000
0.1520 0.01377678 0.98622322 0.00870000 0.99130000
0.1522 0.01310429 0.98689571 0.00670000 0.99330000
0.1524 0.02349099 0.97650901 0.01120000 0.98880000
0.1526 0.01567579 0.98432421 0.01120000 0.98880000
0.1530 0.01952058 0.98047942 0.01050000 0.98950000
0.1532 0.01560777 0.98439223 0.00790000 0.99210000
0.1534 0.03092820 0.96907180 0.01660000 0.98340000
0.1536 0.01427708 0.98572292 0.00740000 0.99260000
0.1538 0.02132902 0.97867098 0.01225000 0.98775000
0.1540 0.01939777 0.98060223 0.01070000 0.98930000
0.1542 0.02020707 0.97979293 0.01096667 0.98903333
0.1544 0.01547628 0.98452372 0.00916667 0.99083333
0.1546 0.02315184 0.97684816 0.01166667 0.98833333
0.1548 0.01953462 0.98046538 0.01124000 0.98876000
0.1550 0.01883804 0.98116196 0.01133333 0.98866667
0.1552 0.01796807 0.98203193 0.01003333 0.98996667
0.1554 0.02239399 0.97760601 0.01290000 0.98710000
0.1556 0.02301549 0.97698451 0.01360000 0.98640000
0.1558 0.01958545 0.98041455 0.01153333 0.98846667
0.1560 0.02953030 0.97046970 0.01564000 0.98436000
0.1562 0.01911586 0.98088414 0.01210000 0.98790000
0.1564 0.02541990 0.97458010 0.01435000 0.98565000
0.1566 0.02413009 0.97586991 0.01130000 0.98870000
0.1568 0.02030309 0.97969691 0.01105000 0.98895000
0.1570 0.02196315 0.97803685 0.01233333 0.98766667
0.1572 0.01899483 0.98100517 0.01140000 0.98860000
0.1574 0.02900990 0.97099010 0.01710000 0.98290000
0.1576 0.01518005 0.98481995 0.00620000 0.99380000
0.1578 0.02016866 0.97983134 0.01085000 0.98915000
0.1580 0.02515763 0.97484237 0.01510000 0.98490000
0.1582 0.01796019 0.98203981 0.00914286 0.99085714
0.1584 0.01885799 0.98114201 0.00980000 0.99020000
0.1586 0.01882794 0.98117206 0.01050000 0.98950000
0.1588 0.01920880 0.98079120 0.00986667 0.99013333
0.1590 0.01504681 0.98495319 0.00540000 0.99460000
0.1592 0.02679079 0.97320921 0.01367500 0.98632500
0.1594 0.02195482 0.97804518 0.01156000 0.98844000
0.1596 0.00500939 0.99499061 0.00340000 0.99660000
0.1598 0.02486504 0.97513496 0.01350000 0.98650000
0.1600 0.01370150 0.98629850 0.00720000 0.99280000
0.1602 0.02822222 0.97177778 0.01492000 0.98508000
0.1604 0.02557277 0.97442723 0.01460000 0.98540000
0.1606 0.02414962 0.97585038 0.01245000 0.98755000
0.1608 0.02059751 0.97940249 0.01200000 0.98800000
0.1610 0.01609036 0.98390964 0.00930000 0.99070000
0.1612 0.02957169 0.97042831 0.01350000 0.98650000
0.1614 0.02313073 0.97686927 0.01368000 0.98632000
0.1616 0.02461368 0.97538632 0.01315000 0.98685000
0.1618 0.02458420 0.97541580 0.01340000 0.98660000
0.1620 0.01598529 0.98401471 0.00940000 0.99060000
0.1622 0.01597479 0.98402521 0.00850000 0.99150000
0.1626 0.02017478 0.97982522 0.01190000 0.98810000
0.1628 0.01225479 0.98774521 0.00660000 0.99340000
0.1630 0.02274210 0.97725790 0.01240000 0.98760000
0.1632 0.01829464 0.98170536 0.00966667 0.99033333
0.1634 0.01342639 0.98657361 0.00720000 0.99280000
0.1636 0.01703785 0.98296215 0.00935000 0.99065000
0.1638 0.02668440 0.97331560 0.01400000 0.98600000
0.1640 0.02182515 0.97817485 0.01020000 0.98980000
0.1642 0.01939752 0.98060248 0.01072000 0.98928000
0.1644 0.02418865 0.97581135 0.01135000 0.98865000
0.1646 0.02416140 0.97583860 0.01340000 0.98660000
0.1648 0.02532323 0.97467677 0.01370000 0.98630000
0.1650 0.02330882 0.97669118 0.00946667 0.99053333
0.1652 0.02880916 0.97119084 0.01680000 0.98320000
0.1654 0.01685400 0.98314600 0.00920000 0.99080000
0.1656 0.02402316 0.97597684 0.01100000 0.98900000
0.1658 0.01722435 0.98277565 0.00880000 0.99120000
0.1660 0.02097025 0.97902975 0.01100000 0.98900000
0.1662 0.01917272 0.98082728 0.01120000 0.98880000
0.1664 0.02153048 0.97846952 0.01080000 0.98920000
0.1666 0.01436248 0.98563752 0.01040000 0.98960000
0.1668 0.01828837 0.98171163 0.01006667 0.98993333
0.1670 0.02618935 0.97381065 0.01280000 0.98720000
0.1672 0.02733862 0.97266138 0.01410000 0.98590000
0.1674 0.02197841 0.97802159 0.01300000 0.98700000
0.1676 0.00952943 0.99047057 0.00540000 0.99460000
0.1678 0.02606524 0.97393476 0.01260000 0.98740000
0.1680 0.02991089 0.97008911 0.01500000 0.98500000
0.1682 0.01987940 0.98012060 0.01028000 0.98972000
0.1684 0.02566613 0.97433387 0.01342500 0.98657500
0.1686 0.02533227 0.97466773 0.01440000 0.98560000
0.1688 0.01885334 0.98114666 0.01045000 0.98955000
0.1690 0.02025520 0.97974480 0.01068000 0.98932000
0.1692 0.02117588 0.97882412 0.00880000 0.99120000
0.1694 0.01879251 0.98120749 0.01035000 0.98965000
0.1696 0.04124342 0.95875658 0.02060000 0.97940000
0.1698 0.02242816 0.97757184 0.01196000 0.98804000
0.1700 0.02864467 0.97135533 0.01571429 0.98428571
0.1702 0.01639317 0.98360683 0.00920000 0.99080000
0.1704 0.03261283 0.96738717 0.01620000 0.98380000
0.1706 0.01286126 0.98713874 0.00720000 0.99280000
0.1708 0.02791635 0.97208365 0.01330000 0.98670000
0.1710 0.01630488 0.98369512 0.00820000 0.99180000
0.1714 0.01627880 0.98372120 0.00860000 0.99140000
0.1716 0.01856551 0.98143449 0.01066667 0.98933333
0.1718 0.02313907 0.97686093 0.01370000 0.98630000
0.1720 0.01737553 0.98262447 0.00890000 0.99110000
0.1722 0.01964657 0.98035343 0.01015000 0.98985000
0.1724 0.02765898 0.97234102 0.01340000 0.98660000
0.1726 0.02915422 0.97084578 0.01560000 0.98440000
0.1728 0.03213828 0.96786172 0.01666667 0.98333333
0.1730 0.01038054 0.98961946 0.00730000 0.99270000
0.1732 0.02637066 0.97362934 0.01290000 0.98710000
0.1734 0.02402966 0.97597034 0.01435000 0.98565000
0.1736 0.01835877 0.98164123 0.00940000 0.99060000
0.1738 0.01832579 0.98167421 0.00920000 0.99080000
0.1740 0.01374813 0.98625187 0.00680000 0.99320000
0.1742 0.02170711 0.97829289 0.01050000 0.98950000
0.1744 0.02168234 0.97831766 0.00980000 0.99020000
0.1746 0.02806765 0.97193235 0.01640000 0.98360000
0.1748 0.03104492 0.96895508 0.01573333 0.98426667
0.1750 0.04741811 0.95258189 0.02350000 0.97650000
0.1752 0.01817004 0.98182996 0.00940000 0.99060000
0.1754 0.01817112 0.98182888 0.00900000 0.99100000
0.1756 0.02266216 0.97733784 0.01000000 0.99000000
0.1758 0.02038323 0.97961677 0.00980000 0.99020000
0.1760 0.01208070 0.98791930 0.00653333 0.99346667
0.1762 0.01358090 0.98641910 0.00630000 0.99370000
0.1764 0.02031550 0.97968450 0.01040000 0.98960000
0.1766 0.01354586 0.98645414 0.00748000 0.99252000
0.1768 0.02921191 0.97078809 0.01640000 0.98360000
0.1770 0.02358565 0.97641435 0.01100000 0.98900000
0.1772 0.01574779 0.98425221 0.01020000 0.98980000
0.1774 0.01833863 0.98166137 0.00983333 0.99016667
0.1776 0.02685944 0.97314056 0.01560000 0.98440000
0.1778 0.01568976 0.98431024 0.01000000 0.99000000
0.1780 0.02605545 0.97394455 0.01490000 0.98510000
0.1782 0.01899078 0.98100922 0.00965000 0.99035000
0.1784 0.01118560 0.98881440 0.00660000 0.99340000
0.1786 0.01340019 0.98659981 0.00720000 0.99280000
0.1788 0.02391018 0.97608982 0.01175000 0.98825000
0.1790 0.02149567 0.97850433 0.01340000 0.98660000
0.1792 0.02662111 0.97337889 0.01520000 0.98480000
0.1794 0.01996155 0.98003845 0.01073333 0.98926667
0.1796 0.01332579 0.98667421 0.00720000 0.99280000
0.1800 0.01880979 0.98119021 0.01020000 0.98980000
0.1802 0.01621737 0.98378263 0.00800000 0.99200000
0.1804 0.01545277 0.98454723 0.00835000 0.99165000
0.1806 0.01764996 0.98235004 0.00740000 0.99260000
0.1808 0.02008393 0.97991607 0.01100000 0.98900000
0.1810 0.01803012 0.98196988 0.01000000 0.99000000
0.1812 0.01611764 0.98388236 0.00920000 0.99080000
0.1814 0.02900241 0.97099759 0.01545000 0.98455000
0.1816 0.03060063 0.96939937 0.01700000 0.98300000
0.1818 0.03178446 0.96821554 0.01657143 0.98342857
0.1820 0.01969318 0.98030682 0.01280000 0.98720000
0.1822 0.03372094 0.96627906 0.01790000 0.98210000
0.1824 0.02938741 0.97061259 0.01600000 0.98400000
0.1826 0.02535501 0.97464499 0.01420000 0.98580000
0.1828 0.03469338 0.96530662 0.01860000 0.98140000
0.1830 0.01903361 0.98096639 0.01005000 0.98995000
0.1832 0.01449718 0.98550282 0.00873333 0.99126667
0.1834 0.01088132 0.98911868 0.00500000 0.99500000
0.1836 0.01951519 0.98048481 0.01146667 0.98853333
0.1838 0.01916724 0.98083276 0.01088571 0.98911429
0.1840 0.02162795 0.97837205 0.01100000 0.98900000
0.1842 0.02159456 0.97840544 0.01235000 0.98765000
0.1844 0.00216920 0.99783080 0.00200000 0.99800000
0.1846 0.01080956 0.98919044 0.00660000 0.99340000
0.1848 0.01079906 0.98920094 0.00620000 0.99380000
0.1850 0.01723061 0.98276939 0.00915000 0.99085000
0.1854 0.01646859 0.98353141 0.00926667 0.99073333
0.1856 0.01182206 0.98817794 0.00610000 0.99390000
0.1858 0.01196132 0.98803868 0.00671429 0.99328571
0.1860 0.01552484 0.98447516 0.00900000 0.99100000
0.1862 0.02135677 0.97864323 0.01140000 0.98860000
0.1864 0.02273925 0.97726075 0.01266667 0.98733333
0.1868 0.03288418 0.96711582 0.01720000 0.98280000
0.1870 0.01067229 0.98932771 0.00640000 0.99360000
0.1872 0.01278509 0.98721491 0.00640000 0.99360000
0.1874 0.01382504 0.98617496 0.00695000 0.99305000
0.1876 0.01487759 0.98512241 0.00700000 0.99300000
0.1878 0.01203854 0.98796146 0.00846667 0.99153333
0.1882 0.02430529 0.97569471 0.01240000 0.98760000
0.1884 0.00742084 0.99257916 0.00600000 0.99400000
0.1886 0.00951249 0.99048751 0.00610000 0.99390000
0.1888 0.02177658 0.97822342 0.01173333 0.98826667
0.1890 0.01235475 0.98764525 0.00788571 0.99211429
0.1892 0.01810217 0.98189783 0.00996000 0.99004000
0.1894 0.02031712 0.97968288 0.01206667 0.98793333
0.1896 0.01993860 0.98006140 0.01200000 0.98800000
0.1898 0.01958165 0.98041835 0.01133333 0.98866667
0.1900 0.01259830 0.98740170 0.00750000 0.99250000
0.1902 0.02092977 0.97907023 0.01220000 0.98780000
0.1904 0.01380899 0.98619101 0.00784000 0.99216000
0.1906 0.03228086 0.96771914 0.01690000 0.98310000
0.1908 0.01877700 0.98122300 0.01120000 0.98880000
0.1910 0.02008115 0.97991885 0.00980000 0.99020000
0.1912 0.03526693 0.96473307 0.01580000 0.98420000
0.1916 0.01110304 0.98889696 0.00686667 0.99313333
0.1920 0.01039114 0.98960886 0.00545000 0.99455000
0.1922 0.00623699 0.99376301 0.00360000 0.99640000
0.1924 0.01036364 0.98963636 0.00610000 0.99390000
0.1926 0.01191000 0.98809000 0.00625000 0.99375000
0.1928 0.01770580 0.98229420 0.01048571 0.98951429
0.1930 0.02130229 0.97869771 0.01160000 0.98840000
0.1932 0.02018516 0.97981484 0.01004000 0.98996000
0.1934 0.01715408 0.98284592 0.00980000 0.99020000
0.1936 0.00619194 0.99380806 0.00500000 0.99500000
0.1938 0.02050551 0.97949449 0.01250000 0.98750000
0.1940 0.01915249 0.98084751 0.01020000 0.98980000
0.1942 0.01437353 0.98562647 0.00880000 0.99120000
0.1944 0.01129038 0.98870962 0.00790000 0.99210000
0.1946 0.01570454 0.98429546 0.01126667 0.98873333
0.1948 0.02786249 0.97213751 0.01713333 0.98286667
